0,5.663919414
0.1,5.673076923
0.2,5.657814408
0.3,5.666971917
0.4,5.663919414
0.5,5.663919414
0.6,5.660866911
0.7,5.676129426
0.8,5.688339438
0.9,5.654761905
1,5.651709402
1.1,5.63949939
1.2,5.615079365
1.3,5.63034188
1.4,5.67002442
1.5,5.660866911
1.6,5.663919414
1.7,5.645604396
1.8,5.63034188
1.9,5.587606838
2,5.605921856
2.1,5.593711844
2.2,5.651709402
2.3,5.663919414
2.4,5.663919414
2.5,5.587606838
2.6,5.554029304
2.7,5.544871795
2.8,5.569291819
2.9,5.627289377
3,5.660866911
3.1,5.648656899
3.2,5.618131868
3.3,5.569291819
3.4,5.550976801
3.5,5.526556777
3.6,5.615079365
3.7,5.63034188
3.8,5.660866911
3.9,5.660866911
4,5.615079365
4.1,5.569291819
4.2,5.572344322
4.3,5.56013431
4.4,5.602869353
4.5,5.660866911
4.6,5.648656899
4.7,5.648656899
4.8,5.624236874
4.9,5.569291819
5,5.578449328
5.1,5.56013431
5.2,5.590659341
5.3,5.636446886
5.4,5.651709402
5.5,5.654761905
5.6,5.642551893
5.7,5.624236874
5.8,5.581501832
5.9,5.569291819
6,5.578449328
6.1,5.612026862
6.2,5.605921856
6.3,5.642551893
6.4,5.63034188
6.5,5.590659341
6.6,5.514346764
6.7,5.477716728
6.8,5.468559219
6.9,5.502136752
7,5.526556777
7.1,5.596764347
7.2,5.596764347
7.3,5.544871795
7.4,5.434981685
7.5,5.392246642
7.6,5.322039072
7.7,5.355616606
7.8,5.370879121
7.9,5.486874237
8,5.459401709
8.1,5.395299145
8.2,5.300671551
8.3,5.218253968
8.4,5.120573871
8.5,5.096153846
8.6,5.09004884
8.7,5.190781441
8.8,5.218253968
8.9,5.196886447
9,5.117521368
9.1,5.074786325
9.2,5.025946276
9.3,4.906898657
9.4,4.87026862
9.5,4.787851038
9.6,4.76953602
9.7,4.757326007
9.8,4.803113553
9.9,4.855006105
10,4.882478632
10.1,4.803113553
10.2,4.775641026
10.3,4.412393162
10.4,4.232295482
10.5,4.082722833
10.6,4.354395604
10.7,4.394078144
10.8,4.824481074
10.9,4.888583639
11,4.873321123
11.1,4.232295482
11.2,3.841575092
11.3,3.670634921
11.4,3.914835165
11.5,4.046092796
11.6,4.687118437
11.7,5.022893773
11.8,5.013736264
11.9,4.256715507
12,3.716422466
12.1,3.444749695
12.2,3.603479853
12.3,3.774420024
12.4,4.604700855
12.5,5.209096459
