0,5.651709402
0.1,5.648656899
0.2,5.648656899
0.3,5.666971917
0.4,5.657814408
0.5,5.636446886
0.6,5.645604396
0.7,5.654761905
0.8,5.651709402
0.9,5.648656899
1,5.636446886
1.1,5.642551893
1.2,5.63949939
1.3,5.63949939
1.4,5.624236874
1.5,5.624236874
1.6,5.63034188
1.7,5.633394383
1.8,5.645604396
1.9,5.621184371
2,5.63034188
2.1,5.615079365
2.2,5.615079365
2.3,5.621184371
2.4,5.621184371
2.5,5.63034188
2.6,5.63034188
2.7,5.602869353
2.8,5.624236874
2.9,5.587606838
3,5.59981685
3.1,5.608974359
3.2,5.612026862
3.3,5.63034188
3.4,5.624236874
3.5,5.596764347
3.6,5.575396825
3.7,5.590659341
3.8,5.596764347
3.9,5.596764347
4,5.612026862
4.1,5.578449328
4.2,5.56013431
4.3,5.544871795
4.4,5.541819292
4.5,5.547924298
4.6,5.541819292
4.7,5.505189255
4.8,5.444139194
4.9,5.453296703
5,5.438034188
5.1,5.434981685
5.2,5.428876679
5.3,5.395299145
5.4,5.328144078
5.5,5.303724054
5.6,5.257936508
5.7,5.251831502
5.8,5.285409035
5.9,5.233516484
6,5.166361416
6.1,5.035103785
6.2,5.013736264
6.3,4.983211233
6.4,5.028998779
6.5,5.056471306
6.6,4.937423687
6.7,4.830586081
6.8,4.76037851
6.9,4.797008547
7,4.818376068
7.1,4.772588523
7.2,4.803113553
7.3,4.705433455
7.4,4.626068376
7.5,4.552808303
7.6,4.583333333
7.7,4.61996337
7.8,4.641330891
7.9,4.668803419
8,4.613858364
8.1,4.491758242
8.2,4.497863248
8.3,4.537545788
8.4,4.601648352
8.5,4.668803419
8.6,4.711538462
8.7,4.638278388
8.8,4.546703297
8.9,4.595543346
9,4.635225885
9.1,4.790903541
9.2,4.900793651
9.3,4.830586081
9.4,4.754273504
9.5,4.708485958
9.6,4.815323565
9.7,4.955738706
9.8,5.093101343
9.9,5.114468864
10,5.044261294
10.1,4.94047619
10.2,4.967948718
10.3,5.102258852
10.4,5.227411477
10.5,5.325091575
10.6,5.328144078
10.7,5.264041514
10.8,5.212148962
10.9,5.285409035
11,5.444139194
11.1,5.468559219
11.2,5.48992674
11.3,5.4502442
11.4,5.41971917
11.5,5.444139194
11.6,5.492979243
11.7,5.563186813
11.8,5.575396825
11.9,5.544871795
12,5.535714286
12.1,5.547924298
12.2,5.590659341
12.3,5.618131868
12.4,5.624236874
12.5,5.590659341
12.6,5.587606838
12.7,5.587606838
12.8,5.615079365
12.9,5.633394383
13,5.633394383
13.1,5.624236874
13.2,5.593711844
13.3,5.621184371
13.4,5.63034188
13.5,5.645604396
13.6,5.645604396
13.7,5.636446886
13.8,5.621184371
13.9,5.602869353
14,5.627289377
14.1,5.648656899
14.2,5.654761905
14.3,5.645604396
14.4,5.627289377
14.5,5.621184371
14.6,5.648656899
14.7,5.682234432
14.8,5.682234432
14.9,5.679181929
15,5.654761905
15.1,5.627289377
15.2,5.624236874
15.3,5.651709402
15.4,5.679181929
15.5,5.682234432
15.6,5.660866911
15.7,5.648656899
15.8,5.63949939
15.9,5.651709402
16,5.666971917
16.1,5.679181929
16.2,5.682234432
16.3,5.663919414
16.4,5.63949939
16.5,5.648656899
16.6,5.666971917
16.7,5.663919414
16.8,5.663919414
16.9,5.654761905
17,5.67002442
17.1,5.666971917
17.2,5.663919414
17.3,5.642551893
17.4,5.651709402
17.5,5.682234432
17.6,5.660866911
17.7,5.657814408
17.8,5.685286935
17.9,5.657814408
18,5.688339438
18.1,5.663919414
18.2,5.657814408
18.3,5.67002442
18.4,5.636446886
18.5,5.63949939
18.6,5.666971917
18.7,5.691391941
18.8,5.663919414
